Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20211202|A|146399|0|318733|B,Q,N
20211202|AA|615180|2596|2146863|B,Q,N
20211202|AAA|480|0|880|N
20211202|AAAU|91848|0|133153|Q,N
20211202|AAC|1917|0|11448|Q,N
20211202|AAC/U|28|0|1619|Q
20211202|AAC/WS|3100|0|27041|Q,N
20211202|AACG|3354|2|10862|Q,N
20211202|AACI|200|0|8322|Q
20211202|AACIW|165|0|2465|N
20211202|AADI|15175|400|32128|B,Q,N
20211202|AADR|487|0|3099|Q
20211202|AAIC|34248|670|115131|Q,N
20211202|AAICpB|100|0|259|Q
20211202|AAIN|120|0|220|Q
20211202|AAL|10540128|36578|24674682|B,Q,N
20211202|AAME|845|0|3927|Q,N
20211202|AAN|17008|0|30464|Q,N
20211202|AAOI|75152|0|197040|B,Q,N
20211202|AAON|38037|0|67174|B,Q,N
20211202|AAP|106786|0|166445|Q,N
20211202|AAPL|34789890|217472|59318223|B,Q,N
20211202|AAQC|3000|0|3001|Q
20211202|AAT|17176|0|49750|Q,N
20211202|AATC|4216|0|15546|B,Q,N
20211202|AAU|221849|8333|388615|Q,N
20211202|AAWW|129872|0|205104|B,Q,N
20211202|AAXJ|303041|0|358613|Q,N
20211202|AB|29096|10|123829|B,Q,N
20211202|ABB|107712|3346|394587|B,Q,N
20211202|ABBV|496676|487|1062581|B,Q,N
20211202|ABC|95526|1|341488|B,Q,N
20211202|ABCB|31627|0|50462|Q,N
20211202|ABCL|135730|0|442873|Q,N
20211202|ABCM|9099|0|11257|Q,N
20211202|ABEO|173379|1499|504759|B,Q,N
20211202|ABEQ|1235|0|5291|Q
20211202|ABEV|3556474|4589|6824653|B,Q,N
20211202|ABG|63982|0|100959|B,Q,N
20211202|ABGI|44|0|56|Q,N
20211202|ABIO|68312|0|125548|B,Q,N
20211202|ABM|21533|0|121522|Q,N
20211202|ABMD|53666|0|62861|B,Q,N
20211202|ABNB|986406|22403|2158911|B,Q,N
20211202|ABOS|19365|0|130111|Q,N
20211202|ABR|257779|2237|730334|B,Q,N
20211202|ABRpD|5235|0|6035|Q,N
20211202|ABRpE|5487|0|6277|Q,N
20211202|ABRpF|2356|0|10356|Q
20211202|ABSI|82021|0|88647|B,Q,N
20211202|ABST|21343|0|43581|Q,N
20211202|ABT|552098|4471|1260198|B,Q,N
20211202|ABTX|4518|0|8322|Q,N
20211202|ABUS|23576450|235146|40559690|B,Q,N
20211202|ABVC|11199|0|27456|Q,N
20211202|AC|1400|0|1969|Q,N
20211202|ACA|13537|0|22683|Q,N
20211202|ACAD|97495|106|233555|Q,N
20211202|ACAH|155877|342|754008|Q,N
20211202|ACAHU|780|0|1260|Q
20211202|ACAHW|11226|0|38997|Q,N
20211202|ACB|1161361|11566|2637324|B,Q,N
20211202|ACBAW|1|0|1|Q
