Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20200109|A|111|0|2161|B
20200109|AA|3430|0|4345|B
20200109|AAAU|50|0|150|B
20200109|AADR|200|0|200|B
20200109|AAL|6100|0|8505|B
20200109|AAOI|3100|0|3800|B
20200109|AAON|224|0|324|B
20200109|AAP|37|0|187|B
20200109|AAPL|57167|0|127391|B
20200109|AAWW|400|0|400|B
20200109|AAXN|7|0|34|B
20200109|ABB|1|0|101|B
20200109|ABBV|449|0|1857|B
20200109|ABC|100|0|200|B
20200109|ABEO|1305|0|3405|B
20200109|ABG|200|0|200|B
20200109|ABIO|436|0|636|B
20200109|ABM|160|0|160|B
20200109|ABMD|360|0|725|B
20200109|ABR|178|0|1678|B
20200109|ABT|631|0|1047|B
20200109|ABUS|100|0|300|B
20200109|ACA|220|0|220|B
20200109|ACB|20160|0|46814|B
20200109|ACCO|7300|0|7300|B
20200109|ACER|100|0|100|B
20200109|ACHC|120|0|120|B
20200109|ACIW|100|0|500|B
20200109|ACLS|100|0|100|B
20200109|ACM|205|0|249|B
20200109|ACMR|2039|0|3072|B
20200109|ACN|475|0|1025|B
20200109|ACOR|3204|0|11004|B
20200109|ACRS|800|0|800|B
20200109|ACRX|1600|0|1600|B
20200109|ACST|943|0|2943|B
20200109|ADAP|4200|0|4200|B
20200109|ADBE|1065|0|1382|B
20200109|ADC|48|0|93|B
20200109|ADM|1596|0|2550|B
20200109|ADMA|6700|0|7200|B
20200109|ADME|41|0|41|B
20200109|ADMS|4000|0|6035|B
20200109|ADNT|241|0|241|B
20200109|ADP|411|0|415|B
20200109|ADPT|106|0|706|B
20200109|ADRO|3659|0|7759|B
20200109|ADS|396|0|596|B
20200109|ADSK|176|0|577|B
20200109|ADT|2400|0|8600|B
20200109|ADUS|210|0|610|B
20200109|ADVM|1000|0|1200|B
20200109|ADXS|5363|0|13469|B
20200109|AEE|200|0|253|B
20200109|AEFC|200|0|200|B
20200109|AEHR|400|0|1300|B
20200109|AEIS|60|0|360|B
20200109|AEL|117|0|117|B
20200109|AEM|975|0|1613|B
20200109|AEMD|1500|0|4750|B
20200109|AEO|1910|0|2280|B
20200109|AEP|113|0|113|B
20200109|AER|10|0|10|B
20200109|AERI|301|0|694|B
20200109|AES|100|0|852|B
20200109|AFG|14|0|14|B
