Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20200102|A|46|0|62|B
20200102|AA|1135|0|1439|B
20200102|AAL|3164|0|8718|B
20200102|AAN|107|0|107|B
20200102|AAOI|5591|0|8496|B
20200102|AAP|2|0|140|B
20200102|AAPL|51532|0|92254|B
20200102|AAWW|120|0|121|B
20200102|AAXJ|1346|0|1346|B
20200102|AAXN|1318|0|1518|B
20200102|ABBV|1607|0|3041|B
20200102|ABC|22|0|23|B
20200102|ABCB|100|0|105|B
20200102|ABEO|1175|0|1975|B
20200102|ABG|10|0|10|B
20200102|ABIO|500|0|700|B
20200102|ABMD|101|0|105|B
20200102|ABR|360|0|2860|B
20200102|ABT|300|0|590|B
20200102|ABUS|100|0|700|B
20200102|ACA|565|0|613|B
20200102|ACAD|520|0|1420|B
20200102|ACB|22440|0|47754|B
20200102|ACC|132|0|132|B
20200102|ACCO|18|0|33|B
20200102|ACER|100|0|100|B
20200102|ACGL|1100|0|1100|B
20200102|ACHN|4900|0|4900|B
20200102|ACIU|100|0|400|B
20200102|ACIW|100|0|503|B
20200102|ACLS|604|0|604|B
20200102|ACM|215|0|215|B
20200102|ACMR|1512|0|1902|B
20200102|ACN|806|0|1449|B
20200102|ACOR|3754|0|4704|B
20200102|ACP|100|0|200|B
20200102|ACRX|500|0|900|B
20200102|ACST|852|0|1952|B
20200102|ACY|500|0|656|B
20200102|ADBE|3387|0|3966|B
20200102|ADC|278|0|278|B
20200102|ADI|1317|0|1451|B
20200102|ADM|242|0|675|B
20200102|ADMA|1200|0|1200|B
20200102|ADMS|3359|0|8341|B
20200102|ADNT|409|0|410|B
20200102|ADP|370|0|483|B
20200102|ADRO|500|0|523|B
20200102|ADS|171|0|207|B
20200102|ADSK|466|0|1060|B
20200102|ADT|1700|0|1930|B
20200102|AE|496|0|811|B
20200102|AEF|50|0|100|B
20200102|AEFC|900|0|950|B
20200102|AEM|1473|0|1621|B
20200102|AEO|2843|0|3443|B
20200102|AEP|340|0|443|B
20200102|AER|700|0|1500|B
20200102|AERI|90|0|90|B
20200102|AES|1292|0|1292|B
20200102|AFIN|60|0|61|B
20200102|AFINP|200|0|600|B
20200102|AFK|300|0|300|B
20200102|AFL|78|0|103|B
20200102|AFMD|500|0|700|B
20200102|AFTY|1|0|1|B
20200102|AFYA|885|0|893|B
20200102|AG|10879|0|17028|B
20200102|AGE|500|0|600|B
20200102|AGG|200|0|1600|B
20200102|AGI|2948|0|3763|B
20200102|AGIO|122|0|392|B
20200102|AGLE|200|0|223|B
20200102|AGMH|200|0|200|B
20200102|AGN|215|0|387|B
20200102|AGNC|100|0|400|B
20200102|AGRX|6364|0|22636|B
20200102|AGX|42|0|687|B
20200102|AGYS|700|0|700|B
20200102|AIG|560|0|1417|B
20200102|AIH|2300|0|4013|B
20200102|AIMT|1573|0|3148|B
20200102|AINV|20|0|20|B
20200102|AIR|100|0|1500|B
20200102|AIRI|850|0|980|B
20200102|AIV|575|0|893|B
20200102|AIZ|20|0|20|B
20200102|AJRD|100|0|300|B
20200102|AKAM|449|0|501|B
20200102|AKG|500|0|6200|B
20200102|AKRO|200|0|600|B
20200102|AKRX|2200|0|4400|B
20200102|AKS|100|0|600|B
20200102|AL|100|0|100|B
20200102|ALB|50|0|877|B
20200102|ALBO|365|0|365|B
20200102|ALC|525|0|525|B
20200102|ALEC|200|0|3570|B
20200102|ALEX|313|0|313|B
20200102|ALG|1|0|1|B
20200102|ALGN|744|0|880|B
20200102|ALGT|200|0|200|B
20200102|ALK|16|0|17|B
20200102|ALKS|300|0|400|B
20200102|ALL|163|0|265|B
20200102|ALLK|26|0|126|B
20200102|ALLO|60|0|60|B
20200102|ALNA|300|0|600|B
20200102|ALNY|113|0|143|B
20200102|ALO|400|0|400|B
20200102|ALRM|101|0|101|B
20200102|ALRS|20|0|20|B
20200102|ALSK|100|0|100|B
20200102|ALT|3500|0|3500|B
20200102|ALTM|474|0|1174|B
20200102|ALTR|300|0|800|B
20200102|ALV|694|0|694|B
20200102|ALX|4|0|4|B
20200102|ALXN|1120|0|1157|B
20200102|AM|3720|0|6420|B
20200102|AMAG|100|0|100|B
20200102|AMAT|2209|0|5154|B
20200102|AMBA|270|0|270|B
20200102|AMBC|100|0|100|B
20200102|AMBO|115|0|145|B
20200102|AMC|6900|0|19200|B
20200102|AMCR|103|0|103|B
20200102|AMCX|60|0|254|B
20200102|AMD|195651|0|427071|B
20200102|AME|430|0|2120|B
20200102|AMED|2000|0|2026|B
20200102|AMG|78|0|78|B
20200102|AMGN|1021|0|1429|B
20200102|AMH|120|0|3720|B
20200102|AMJ|800|0|1728|B
20200102|AMJL|100|0|100|B
20200102|AMLP|4559|0|6004|B
20200102|AMN|40|0|40|B
20200102|AMRN|1270|0|5180|B
20200102|AMRS|500|0|500|B
20200102|AMRX|400|0|550|B
20200102|AMS|300|0|300|B
20200102|AMT|773|0|1233|B
20200102|AMZA|1208|0|1408|B
20200102|AMZN|12425|0|18792|B
20200102|AN|340|0|840|B
20200102|ANET|355|0|356|B
20200102|ANF|15|0|523|B
20200102|ANGI|350|0|450|B
20200102|ANGL|100|0|200|B
20200102|ANH|1048|0|1048|B
20200102|ANIK|31|0|31|B
20200102|ANSS|295|0|315|B
20200102|ANTM|125|0|192|B
20200102|AOA|81|0|81|B
20200102|AOBC|200|0|1905|B
20200102|AOD|600|0|1600|B
20200102|AOK|11|0|11|B
20200102|AOS|571|0|692|B
